Device ID,Timestamp,Device Type,Volume Unit,Volume
MTR-A005,2025-10-23 00:00:00,A,gallons,99.61
MTR-A006,2025-10-23 00:00:00,A,gallons,74.86
MTR-A007,2025-10-23 00:00:00,A,gallons,88.75
MTR-A008,2025-10-23 00:00:00,A,liters,346.25
MTR-A009,2025-10-23 00:00:00,A,gallons,104.09
MTR-A010,2025-10-23 00:00:00,A,liters,458.06
MTR-B001,2025-10-23 00:00:00,B,liters,891.87
MTR-B002,2025-10-23 00:00:00,B,gallons,206.57
MTR-B003,2025-10-23 00:00:00,B,liters,2072.12
MTR-B004,2025-10-23 00:00:00,B,liters,617.98
MTR-B005,2025-10-23 00:00:00,B,gallons,222.84
MTR-C001,2025-10-23 00:00:00,C,gallons,1193.26
MTR-C002,2025-10-23 00:00:00,C,liters,36159.79
MTR-C003,2025-10-23 00:00:00,C,gallons,1200.57
MTR-C004,2025-10-23 00:00:00,C,gallons,1197.32
MTR-C005,2025-10-23 00:00:00,C,,3913.19
MTR-D001,2025-10-23 00:00:00,D,gallons,7784.51
MTR-A001,2025-10-24 00:00:00,A,gallons,98.15
MTR-A002,2025-10-24 00:00:00,A,liters,353.03
MTR-A003,2025-10-24 00:00:00,A,liters,346.59
MTR-A004,2025-10-24 00:00:00,A,liters,354.92
MTR-A005,2025-10-24 00:00:00,A,gallons,101.53
MTR-A006,2025-10-24 00:00:00,A,gallons,90.0
MTR-A007,2025-10-24 00:00:00,A,gallons,109.5
MTR-A008,2025-10-24 00:00:00,A,liters,319.05
MTR-A009,2025-10-24 00:00:00,A,gallons,129.98
MTR-A010,2025-10-24 00:00:00,A,liters,286.85
MTR-B001,2025-10-24 00:00:00,B,liters,931.18
MTR-B002,2025-10-24 00:00:00,B,gallons,215.02
MTR-B003,2025-10-24 00:00:00,B,liters,1969.76
MTR-B004,2025-10-24 00:00:00,B,liters,783.16
MTR-B005,2025-10-24 00:00:00,B,gallons,203.9
MTR-C001,2025-10-24 00:00:00,C,gallons,164.13
MTR-C002,2025-10-24 00:00:00,C,liters,2985.31
MTR-C003,2025-10-24 00:00:00,C,gallons,829.68
MTR-C004,2025-10-24 00:00:00,C,gallons,1234.54
MTR-C005,2025-10-24 00:00:00,C,liters,3999.83
MTR-D001,2025-10-24 00:00:00,D,gallons,6575.4
MTR-A001,2025-10-25 00:00:00,A,gallons,101.3
MTR-A002,2025-10-25 00:00:00,A,liters,193.53
MTR-A003,2025-10-25 00:00:00,A,liters,383.35
MTR-A004,2025-10-25 00:00:00,A,liters,393.13
MTR-A005,2025-10-25 00:00:00,A,gallons,105.98
MTR-A006,2025-10-25 00:00:00,A,gallons,108.5
MTR-A007,2025-10-25 00:00:00,A,gallons,87.51
MTR-A008,2025-10-25 00:00:00,A,liters,293.22
MTR-A009,2025-10-25 00:00:00,A,gallons,106.2
MTR-A010,2025-10-25 00:00:00,A,liters,493.56
MTR-B001,2025-10-25 00:00:00,B,liters,766.81
MTR-B002,2025-10-25 00:00:00,B,gallons,175.89
MTR-B003,2025-10-25 00:00:00,B,liters,1681.96
MTR-B004,2025-10-25 00:00:00,B,liters,600.22
MTR-B005,2025-10-25 00:00:00,B,gallons,255.65
MTR-C001,2025-10-25 00:00:00,C,gallons,1243.85
MTR-C002,2025-10-25 00:00:00,C,liters,4138.68
MTR-C003,2025-10-25 00:00:00,C,gallons,978.97
MTR-C004,2025-10-25 00:00:00,C,gallons,1170.71
MTR-C005,2025-10-25 00:00:00,C,liters,3890.58
MTR-D001,2025-10-25 00:00:00,D,gallons,6889.36
MTR-A001,2025-10-26 00:00:00,A,gallons,54.77
MTR-A002,2025-10-26 00:00:00,A,liters,283.0
MTR-A003,2025-10-26 00:00:00,A,liters,451.08
MTR-A004,2025-10-26 00:00:00,A,liters,481.54
MTR-A005,2025-10-26 00:00:00,A,gallons,114.08
MTR-A006,2025-10-26 00:00:00,A,gallons,93.54
MTR-A007,2025-10-26 00:00:00,A,gallons,93.35
MTR-A008,2025-10-26 00:00:00,A,liters,399.31
MTR-A009,2025-10-26 00:00:00,A,gallons,61.41
MTR-A010,2025-10-26 00:00:00,A,liters,347.48
MTR-B001,2025-10-26 00:00:00,B,liters,711.71
MTR-B002,2025-10-26 00:00:00,B,gallons,269.52
MTR-B003,2025-10-26 00:00:00,B,liters,2190.82
MTR-B004,2025-10-26 00:00:00,B,liters,665.24
MTR-B005,2025-10-26 00:00:00,B,gallons,234.66
MTR-C001,2025-10-26 00:00:00,C,gallons,836.79
MTR-C002,2025-10-26 00:00:00,C,liters,4438.6
MTR-C003,2025-10-26 00:00:00,C,gallons,788.87
MTR-C004,2025-10-26 00:00:00,C,gallons,1327.06
MTR-C005,2025-10-26 00:00:00,C,liters,3942.38
MTR-D001,2025-10-26 00:00:00,D,gallons,7575.64
MTR-A001,2025-10-27 00:00:00,A,gallons,127.56
MTR-A002,2025-10-27 00:00:00,A,liters,352.3
MTR-A003,2025-10-27 00:00:00,A,liters,434.87
MTR-A004,2025-10-27 00:00:00,A,liters,274.08
MTR-A005,2025-10-27 00:00:00,A,gallons,70.1
MTR-A006,2025-10-27 00:00:00,A,gallons,112.83
MTR-A007,2025-10-27 00:00:00,A,gallons,115.5
MTR-A008,2025-10-27 00:00:00,A,liters,365.61
MTR-A009,2025-10-27 00:00:00,A,gallons,108.89
MTR-A010,2025-10-27 00:00:00,A,liters,290.66
MTR-B001,2025-10-27 00:00:00,B,liters,596.01
MTR-B002,2025-10-27 00:00:00,B,gallons,204.43
MTR-B003,2025-10-27 00:00:00,B,liters,742.84
MTR-B004,2025-10-27 00:00:00,B,liters,638.22
MTR-B005,2025-10-27 00:00:00,B,gallons,244.97
MTR-C001,2025-10-27 00:00:00,C,gallons,697.43
MTR-C002,2025-10-27 00:00:00,C,liters,5123.26
MTR-C003,2025-10-27 00:00:00,C,gallons,1214.03
MTR-C004,2025-10-27 00:00:00,C,gallons,1008.62
MTR-C005,2025-10-27 00:00:00,C,liters,4631.19
MTR-D001,2025-10-27 00:00:00,D,gallons,7249.18
MTR-A001,2025-10-28 00:00:00,A,gallons,87.52
MTR-A002,2025-10-28 00:00:00,A,liters,523.86
MTR-A003,2025-10-28 00:00:00,A,liters,405.03
MTR-A004,2025-10-28 00:00:00,A,liters,400.25
MTR-A005,2025-10-28 00:00:00,A,gallons,112.56
MTR-A006,2025-10-28 00:00:00,A,gallons,105.4
MTR-A007,2025-10-28 00:00:00,A,gallons,82.57
MTR-A008,2025-10-28 00:00:00,A,liters,464.48
MTR-A009,2025-10-28 00:00:00,A,gallons,78.77
MTR-A010,2025-10-28 00:00:00,A,liters,376.76
MTR-B001,2025-10-28 00:00:00,B,liters,778.42
MTR-B002,2025-10-28 00:00:00,B,gallons,216.03
MTR-B003,2025-10-28 00:00:00,B,liters,736.55
MTR-B004,2025-10-28 00:00:00,B,liters,724.31
MTR-B005,2025-10-28 00:00:00,B,gallons,154.49
MTR-C001,2025-10-28 00:00:00,C,gallons,1015.71
MTR-C002,2025-10-28 00:00:00,C,liters,2627.26
MTR-C003,2025-10-28 00:00:00,C,gallons,858.62
MTR-C004,2025-10-28 00:00:00,C,gallons,815.59
MTR-C005,2025-10-28 00:00:00,C,liters,3874.58
MTR-D001,2025-10-28 00:00:00,D,gallons,7574.01
MTR-A001,2025-10-29 00:00:00,A,gallons,105.45
MTR-A002,2025-10-29 00:00:00,A,liters,492.85
MTR-A003,2025-10-29 00:00:00,A,liters,343.98
MTR-A004,2025-10-29 00:00:00,A,liters,472.31
MTR-A005,2025-10-29 00:00:00,A,gallons,75.74
MTR-A006,2025-10-29 00:00:00,A,gallons,104.12
MTR-A007,2025-10-29 00:00:00,A,gallons,70.45
MTR-A008,2025-10-29 00:00:00,A,liters,435.08
MTR-A009,2025-10-29 00:00:00,A,gallons,84.85
MTR-A010,2025-10-29 00:00:00,A,liters,481.61
MTR-B001,2025-10-29 00:00:00,B,liters,741.98
MTR-B002,2025-10-29 00:00:00,B,gallons,230.18
MTR-B003,2025-10-29 00:00:00,B,liters,829.0
MTR-B004,2025-10-29 00:00:00,B,liters,825.18
MTR-B005,2025-10-29 00:00:00,B,gallons,236.22
MTR-C001,2025-10-29 00:00:00,C,gallons,1169.13
MTR-C002,2025-10-29 00:00:00,C,liters,3822.48
MTR-C003,2025-10-29 00:00:00,C,gallons,872.39
MTR-C004,2025-10-29 00:00:00,C,gallons,1048.25
MTR-C005,2025-10-29 00:00:00,C,liters,4637.21
MTR-D001,2025-10-29 00:00:00,D,gallons,7564.23
MTR-A001,2025-10-30 00:00:00,A,gallons,45.89
MTR-A002,2025-10-30 00:00:00,A,liters,317.52
MTR-A003,2025-10-30 00:00:00,A,liters,369.02
MTR-A004,2025-10-30 00:00:00,A,liters,418.68
MTR-A005,2025-10-30 00:00:00,A,gallons,107.76
MTR-A006,2025-10-30 00:00:00,A,gallons,101.77
MTR-A007,2025-10-30 00:00:00,A,gallons,112.45
MTR-A008,2025-10-30 00:00:00,A,liters,471.75
MTR-A009,2025-10-30 00:00:00,A,gallons,102.19
MTR-A010,2025-10-30 00:00:00,A,liters,347.37
MTR-B001,2025-10-30 00:00:00,B,liters,1162.04
MTR-B002,2025-10-30 00:00:00,B,gallons,141.59
MTR-B003,2025-10-30 00:00:00,B,liters,680.05
MTR-B004,2025-10-30 00:00:00,B,liters,970.99
MTR-B005,2025-10-30 00:00:00,B,gallons,257.43
MTR-C001,2025-10-30 00:00:00,C,gallons,594.58
MTR-C002,2025-10-30 00:00:00,C,liters,3873.46
MTR-C003,2025-10-30 00:00:00,C,gallons,798.78
MTR-C004,2025-10-30 00:00:00,C,gallons,898.96
MTR-C005,2025-10-30 00:00:00,C,liters,3335.5
MTR-D001,2025-10-30 00:00:00,D,gallons,8233.27
MTR-B002,2099-12-31 23:59:59,B,gallons,210.0
